entity_id,classkind,code,blockid,chapterno
,category,9A21.Z,,9
490666746,category,9A22,,9
1237254265,category,9A22.0,,9
425078863,category,9A22.1,,9
412401982,category,9A22.2,,9
,category,9A22.Y,,9
,category,9A22.Z,,9
1244231313,category,9A23,,9
2109364207,category,9A23.0,,9
1639301709,category,9A23.1,,9
,category,9A23.Z,,9
427802439,category,9A24,,9
322893724,category,9A24.0,,9
438407461,category,9A24.1,,9
482362019,category,9A24.2,,9
719953933,category,9A24.3,,9
1336044953,category,9A24.4,,9
,category,9A24.Y,,9
,category,9A24.Z,,9
574536289,category,9A25,,9
363698975,category,9A25.0,,9
1238220668,category,9A25.1,,9
2045699890,category,9A25.2,,9
1804187158,category,9A25.3,,9
247626624,category,9A25.4,,9
1222749940,category,9A25.5,,9
,category,9A25.Y,,9
,category,9A25.Z,,9
1740194268,category,9A26,,9
,category,9A2Y,,9
,category,9A2Z,,9
,category,9A4Y,,9
,category,9A4Z,,9
65880823,block,,BlockL1-9A6,9
1471747216,block,,BlockL2-9A6,9
831696556,category,9A60,,9
,category,BD1Y,,11
,category,BD1Z,,11
1164983645,block,,BlockL1-BD3,11
1999156089,category,BD30,,11
920186263,category,BD30.0,,11
1953568729,category,BD30.00,,11
1432691847,category,BD30.01,,11
,category,BD30.0Y,,11
,category,BD30.0Z,,11
151322852,category,BD30.1,,11
1704430258,category,BD30.10,,11
947384862,category,BD30.11,,11
,category,BD30.1Y,,11
,category,BD30.1Z,,11
1050026394,category,BD30.2,,11
289069645,category,BD30.20,,11
452206713,category,BD30.21,,11
,category,BD30.2Y,,11
,category,BD30.2Z,,11
,category,BD30.Y,,11
,category,BD30.Z,,11
1821859817,block,,BlockL2-BD4,11
109367356,category,BD40,,11
897545836,category,BD40.0,,11
1600740300,category,BD40.1,,11
975345242,category,BD40.2,,11
2027292232,category,BD40.3,,11
,category,BD40.Y,,11
,category,BD40.Z,,11
75447191,category,BD41,,11
280853107,category,BD41.0,,11
,category,BD41.Y,,11
,category,BD41.Z,,11
2038606821,category,BD42,,11
1592720372,category,BD42.0,,11
1629027778,category,BD42.1,,11
,category,BD42.Z,,11
,category,BD4Y,,11
,category,BD4Z,,11
1674517934,category,BD50,,11
1938903985,category,BD50.0,,11
2021533373,category,BD50.00,,11
1756675851,category,BD50.01,,11
392848518,category,BD50.02,,11
,category,BD50.0Y,,11
,category,BD50.0Z,,11
1360167380,category,BD50.1,,11
645367486,category,BD50.10,,11
1022152488,category,BD50.11,,11
1127355561,category,BD50.12,,11
,category,BD50.1Y,,11
,category,BD50.1Z,,11
1719771306,category,BD50.2,,11
1018070982,category,BD50.20,,11
1942832477,category,BD50.21,,11
1575091875,category,BD50.22,,11
,category,BD50.2Y,,11
,category,BD50.2Z,,11
1383534118,category,BD50.3,,11
308552628,category,BD50.30,,11
1238851281,category,BD50.31,,11
1999731865,category,BD50.32,,11
,category,BD50.3Y,,11
,category,BD50.3Z,,11
1154633768,category,BD50.4,,11
1392255323,category,BD50.40,,11
926729140,category,BD50.41,,11
,category,BD50.4Y,,11
,category,BD50.4Z,,11
1429523789,category,BD50.5,,11
1179958923,category,BD50.50,,11
563715506,category,BD50.51,,11
1481371391,category,BD50.52,,11
144677326,category,AB31.3,,10
459420954,category,AB31.4,,10
1392879169,category,AB31.5,,10
1022631146,category,AB31.6,,10
1545790848,category,AB31.7,,10
,category,AB31.Y,,10
,category,AB31.Z,,10
579898286,category,AB32,,10
2005792829,category,AB32.0,,10
1980922887,category,AB32.1,,10
2090851179,category,AB32.2,,10
2015513941,category,AB32.3,,10
502915296,category,AB32.4,,10
638882370,category,AB32.5,,10
,category,AB32.Y,,10
,category,AB32.Z,,10
1242649410,category,AB33,,10
794468052,category,AB34,,10
1394072237,category,AB34.0,,10
1550756489,category,AB34.1,,10
,category,AB34.Y,,10
,category,AB34.Z,,10
1358389085,category,AB35,,10
609882020,category,AB36,,10
1091682870,category,AB37,,10
,category,AB3Y,,10
,category,AB3Z,,10
601591344,block,,BlockL1-AB5,10
1154032108,category,AB50,,10
240285431,category,AB50.0,,10
985071949,category,AB50.1,,10
72426245,category,AB50.2,,10
,category,AB50.Y,,10
,category,AB50.Z,,10
500439897,category,AB51,,10
606147016,category,AB51.0,,10
1351369017,category,AB51.1,,10
847531974,category,AB51.2,,10
,category,AB51.Y,,10
,category,AB51.Z,,10
947280473,category,AB52,,10
953801031,category,AB53,,10
1569854675,category,AB54,,10
692012078,category,AB55,,10
703718321,category,AB56,,10
1068894572,category,AB57,,10
,category,AB5Y,,10
,category,AB5Z,,10
1769556904,block,,BlockL1-AB7,10
204637746,category,AB70,,10
1544926445,category,AB70.0,,10
683205650,category,AB70.1,,10
962492793,category,AB70.2,,10
631681528,category,AB71,,10
1359732999,category,AB72,,10
332387707,category,AB72.0,,10
,category,AB72.Y,,10
,category,AB72.Z,,10
1167829701,category,AB73,,10
,category,AB7Y,,10
2145129894,block,,BlockL1-AB9,10
36112441,category,AB90,,10
593239689,category,AB91,,10
788521596,category,AB92,,10
270123060,category,AB93,,10
,category,AC0Y,,10
,category,AC0Z,,10
426429380,chapter,,,11
924915526,block,,BlockL1-BA0,11
761947693,category,BA00,,11
1917449952,category,BA00.0,,11
1461918574,category,BA00.1,,11
1788452129,category,BA00.2,,11
,category,BA00.Y,,11
,category,BA00.Z,,11
1210166201,category,BA01,,11
1956278970,category,8A80.3,,8
1811638533,category,8A80.30,,8
,category,8A80.3Y,,8
1434288855,category,8A80.4,,8
,category,8A80.Y,,8
,category,8A80.Z,,8
1410019257,category,8A81,,8
1097106734,category,8A81.0,,8
257205019,category,8A81.1,,8
107534985,category,8A81.2,,8
,category,8A81.Y,,8
,category,8A81.Z,,8
607078588,category,8A82,,8
1350703173,category,8A83,,8
296971178,category,8A84,,8
929988804,category,8A84.0,,8
588039752,category,8A84.1,,8
,category,8A84.Y,,8
,category,8A84.Z,,8
1099694795,category,8A85,,8
,category,8A8Y,,8
,category,8A8Z,,8
843843448,block,,BlockL1-8B0,8
1990827977,block,,BlockL2-8B0,8
873092535,category,8B00,,8
1401663614,category,8B00.0,,8
918584808,category,8B00.1,,8
656859267,category,8B00.2,,8
1422422807,category,8B00.3,,8
830717571,category,8B00.4,,8
1160703612,category,8B00.5,,8
,category,8B00.Z,,8
1363253283,category,8B01,,8
958976948,category,8B01.0,,8
247198410,category,8B01.1,,8
133091217,category,8B01.2,,8
1376522306,category,8B02,,8
927456728,category,8B03,,8
,category,8B0Z,,8
1427441570,block,,BlockL2-8B1,8
826335789,category,8B10,,8
691084626,category,8B10.0,,8
,category,8B10.Y,,8
,category,8B10.Z,,8
636274910,category,8B11,,8
1070137396,category,8B11.0,,8
1371457,category,8B11.1,,8
158815303,category,8B11.2,,8
369985440,category,8B11.20,,8
881743301,category,8B11.21,,8
564045534,category,8B11.22,,8
,category,8B11.2Y,,8
,category,8B11.2Z,,8
1595033000,category,8B11.3,,8
1444066580,category,8B11.4,,8
136879689,category,8B11.40,,8
975260240,category,8B11.41,,8
100443965,category,8B11.42,,8
906188361,category,8B11.43,,8
1860038542,category,8B11.44,,8
1614716959,category,8B11.5,,8
1035303911,category,8B11.50,,8
608901546,category,8B11.51,,8
,category,8B11.5Z,,8
,category,8B1Y,,8
,category,8B1Z,,8
1442995018,category,8B20,,8
1935481507,category,8B21,,8
1261473506,category,8B21.0,,8
1773362311,category,8B21.1,,8
,category,8B21.Y,,8
392841027,category,9A60.0,,9
8559059,category,9A60.00,,9
1044658726,category,9A60.01,,9
361206059,category,9A60.02,,9
,category,9A60.0Y,,9
,category,9A60.0Z,,9
2065252360,category,9A60.1,,9
1598536988,category,9A60.2,,9
1527773104,category,9A60.3,,9
562200073,category,9A60.30,,9
996644313,category,9A60.31,,9
447802965,category,9A60.32,,9
1750270376,category,9A60.33,,9
,category,9A60.3Y,,9
,category,9A60.3Z,,9
956823887,category,9A60.4,,9
670300288,category,9A60.5,,9
982168239,category,9A60.6,,9
,category,9A60.Y,,9
,category,9A60.Z,,9
1423532858,category,9A61,,9
998631499,category,9A61.0,,9
1207385905,category,9A61.1,,9
1195759310,category,9A61.2,,9
1443996250,category,9A61.3,,9
1085602908,category,9A61.4,,9
278444772,category,9A61.40,,9
,category,9A61.4Y,,9
,category,9A61.4Z,,9
861564880,category,9A61.5,,9
582808229,category,9A61.6,,9
,category,9A61.Z,,9
953963439,category,9A62,,9
,category,9A6Y,,9
,category,9A6Z,,9
980864631,block,,BlockL2-9A7,9
1291475891,category,9A70,,9
677984188,category,9A70.0,,9
,category,9A70.Y,,9
,category,9A70.Z,,9
657977518,category,9A71,,9
1123308413,category,9A72,,9
1261495652,category,9A73,,9
1524004873,category,9A74,,9
1359311840,category,9A75,,9
2089700977,category,9A76,,9
1115438392,category,9A77,,9
1950640050,category,9A77.0,,9
1618380530,category,9A77.1,,9
,category,9A77.Y,,9
,category,9A77.Z,,9
1058351226,category,9A78,,9
2077068570,category,9A78.0,,9
787633484,category,9A78.1,,9
1058326567,category,9A78.2,,9
1270454490,category,9A78.20,,9
1168397529,category,9A78.21,,9
,category,9A78.2Y,,9
,category,9A78.2Z,,9
1516176819,category,9A78.3,,9
699504167,category,9A78.4,,9
1562167000,category,9A78.5,,9
945228622,category,9A78.50,,9
212928655,category,9A78.51,,9
,category,9A78.5Y,,9
,category,9A78.5Z,,9
678499211,category,9A78.6,,9
1366805733,category,9A78.7,,9
966233826,category,9A78.8,,9
485862779,category,9A78.9,,9
219361296,category,9A78.A,,9
,category,9A78.Z,,9
1067300253,category,9A79,,9
,category,9A7Y,,9
,category,9A7Z,,9
,category,BD50.5Y,,11
,category,BD50.5Z,,11
,category,BD50.Z,,11
392318289,category,BD51,,11
1108751219,category,BD51.0,,11
1866555632,category,BD51.1,,11
1881176915,category,BD51.2,,11
660471527,category,BD51.3,,11
1408282138,category,BD51.4,,11
918250380,category,BD51.5,,11
1163259928,category,BD51.6,,11
,category,BD51.Y,,11
,category,BD51.Z,,11
1969898416,category,BD52,,11
1160127418,category,BD52.0,,11
1678781070,category,BD52.1,,11
22800152,category,BD52.2,,11
1979103207,category,BD52.3,,11
102245491,category,BD52.4,,11
1666443751,category,BD52.5,,11
330711530,category,BD52.6,,11
2068634895,category,BD52.7,,11
1289747569,category,BD52.70,,11
331905400,category,BD52.71,,11
,category,BD52.7Y,,11
,category,BD52.7Z,,11
1833474936,category,BD53,,11
32978551,category,BD53.0,,11
350733678,category,BD53.1,,11
2087708304,category,BD53.2,,11
912529161,category,BD53.3,,11
1159817088,category,BD53.4,,11
1376379063,category,BD53.40,,11
,category,BD53.4Y,,11
,category,BD53.4Z,,11
,category,BD53.Y,,11
,category,BD53.Z,,11
74527684,category,BD54,,11
860460764,category,BD55,,11
723758842,category,BD56,,11
,category,BD5Y,,11
,category,BD5Z,,11
723430526,block,,BlockL1-BD7,11
708418764,category,BD70,,11
1342264365,category,BD70.0,,11
115152826,category,BD70.1,,11
674623750,category,BD70.2,,11
1274367546,category,BD70.3,,11
,category,BD70.Y,,11
,category,BD70.Z,,11
925320484,category,BD71,,11
1828429794,category,BD71.0,,11
2000974704,category,BD71.1,,11
1087853070,category,BD71.2,,11
2045471995,category,BD71.3,,11
615253204,category,BD71.4,,11
,category,BD71.Y,,11
1197943614,category,BD72,,11
1252082051,category,BD73,,11
2079767528,category,BD73.0,,11
1281727130,category,BD73.1,,11
1860585725,category,BD73.2,,11
1615419254,category,BD73.20,,11
1379959665,category,BD73.21,,11
,category,BD73.2Y,,11
,category,BD73.2Z,,11
1058599062,category,BD73.3,,11
,category,BD73.Y,,11
,category,BD73.Z,,11
2057222152,category,BD74,,11
690346904,category,BD74.0,,11
574933822,category,BD74.1,,11
1015872326,category,BA02,,11
1002963291,category,BA03,,11
1331849426,category,BA04,,11
2056837116,category,BA04.0,,11
1975822334,category,BA04.1,,11
1894811648,category,BA04.2,,11
,category,BA04.Y,,11
,category,BA04.Z,,11
1663360295,block,,BlockL1-BA2,11
1713204963,category,BA20,,11
56009591,category,BA21,,11
,category,BA2Y,,11
,category,BA2Z,,11
1964269418,block,,BlockL1-BA4,11
1829545371,block,,BlockL2-BA4,11
718946808,category,BA40,,11
253490233,category,BA40.0,,11
216789527,category,BA40.1,,11
,category,BA40.Y,,11
,category,BA40.Z,,11
1334938734,category,BA41,,11
391388807,category,BA41.0,,11
680129526,category,BA41.1,,11
,category,BA41.Z,,11
993844371,category,BA42,,11
1401866267,category,BA42.0,,11
2070501946,category,BA42.1,,11
,category,BA42.Z,,11
904209735,category,BA43,,11
,category,BA4Z,,11
1221742343,block,,BlockL2-BA5,11
956002477,category,BA50,,11
1259725625,category,BA51,,11
167155244,category,BA51.0,,11
,category,BA51.Y,,11
,category,BA51.Z,,11
1280712786,category,BA52,,11
1911344636,category,BA52.0,,11
1399791513,category,BA52.1,,11
929085937,category,BA52.10,,11
1749487682,category,BA52.11,,11
,category,BA52.1Z,,11
1694252775,category,BA52.2,,11
,category,BA52.Z,,11
,category,BA5Y,,11
,category,BA5Z,,11
1584861447,category,BA60,,11
1353640147,category,BA60.0,,11
910277130,category,BA60.1,,11
456973650,category,BA60.2,,11
528140652,category,BA60.3,,11
318811736,category,BA60.4,,11
847963591,category,BA60.5,,11
165648238,category,BA60.6,,11
8597952,category,BA60.7,,11
1063181491,category,BA60.8,,11
147717581,category,BA60.9,,11
,category,BA60.Y,,11
,category,BA60.Z,,11
,category,BA6Z,,11
1059873720,block,,BlockL1-BA8,11
777924269,category,BA81,,11
464855259,category,BA81.0,,11
2104517003,category,BA81.1,,11
933854832,category,BA81.2,,11
498053587,category,BA82,,11
438290657,category,BA83,,11
121422033,category,BA84,,11
508262464,category,BA85,,11
997774185,category,BA85.0,,11
,category,BA85.Y,,11
,category,BA85.Z,,11
,category,8B21.Z,,8
581897143,category,8B22,,8
1946814909,category,8B22.0,,8
1655658429,category,8B22.1,,8
1975306533,category,8B22.2,,8
1502610635,category,8B22.3,,8
445125730,category,8B22.4,,8
153256729,category,8B22.40,,8
916773262,category,8B22.41,,8
679592039,category,8B22.42,,8
20445424,category,8B22.43,,8
,category,8B22.4Y,,8
,category,8B22.4Z,,8
289522729,category,8B22.5,,8
59881644,category,8B22.6,,8
132422185,category,8B22.7,,8
338103275,category,8B22.70,,8
,category,8B22.7Y,,8
,category,8B22.7Z,,8
1934215896,category,8B22.8,,8
2064897712,category,8B22.9,,8
2123391417,category,8B22.A,,8
1746892088,category,8B22.B,,8
133909731,category,8B22.C,,8
1621899838,category,8B22.C0,,8
984450655,category,8B22.C1,,8
,category,8B22.CY,,8
,category,8B22.CZ,,8
,category,8B22.Y,,8
1606819573,category,8B23,,8
805990521,category,8B24,,8
1199499236,category,8B24.0,,8
,category,8B24.Y,,8
,category,8B24.Z,,8
982373217,category,8B25,,8
1390101119,category,8B25.0,,8
1128128276,category,8B25.1,,8
645272194,category,8B25.2,,8
932220907,category,8B25.3,,8
557175275,category,8B25.4,,8
,category,8B25.Y,,8
,category,8B25.Z,,8
1173205716,category,8B26,,8
683064686,category,8B26.0,,8
1532505850,category,8B26.1,,8
1545334161,category,8B26.2,,8
961552389,category,8B26.3,,8
1308455164,category,8B26.4,,8
1220685756,category,8B26.5,,8
1041490800,category,8B26.50,,8
1254011793,category,8B26.51,,8
,category,8B26.5Y,,8
,category,8B26.5Z,,8
,category,8B26.Y,,8
,category,8B26.Z,,8
,category,8B2Z,,8
2021326314,block,,BlockL1-8B4,8
1490265028,category,8B40,,8
1993728609,category,8B41,,8
740682437,category,8B42,,8
889563712,category,8B43,,8
441598289,category,8B43.0,,8
27202246,category,8B43.1,,8
906769340,category,8B43.2,,8
,category,8B43.Y,,8
,category,8B43.Z,,8
344973791,category,8B44,,8
810807375,category,8B44.0,,8
1547801209,category,8B44.00,,8
1789135912,category,8B44.01,,8
1613343556,category,8B44.02,,8
,category,8B44.0Y,,8
,category,8B44.0Z,,8
,category,8B44.Y,,8
,category,8B44.Z,,8
1597834211,block,,BlockL2-9A8,9
2010733156,category,9A80,,9
1732165712,category,9A81,,9
1138462500,category,9A82,,9
1867050726,category,9A83,,9
,category,9A8Y,,9
,category,9A8Z,,9
766209203,block,,BlockL2-9A9,9
1715455753,category,9A90,,9
1757894757,category,9A90.0,,9
2032256272,category,9A90.1,,9
455724017,category,9A90.2,,9
,category,9A90.Y,,9
,category,9A90.Z,,9
57936541,category,9A91,,9
1889179913,category,9A92,,9
366040221,category,9A93,,9
2036260022,category,9A94,,9
1047040048,category,9A94.0,,9
351568476,category,9A94.1,,9
1616499363,category,9A94.2,,9
,category,9A94.Y,,9
908233081,category,9A96,,9
1852679165,category,9A96.0,,9
2096289196,category,9A96.1,,9
404886274,category,9A96.2,,9
682103962,category,9A96.3,,9
,category,9A96.Y,,9
,category,9A96.Z,,9
,category,9A9Y,,9
,category,9A9Z,,9
634977622,block,,BlockL2-9B0,9
1087510240,category,9B00,,9
1992994973,category,9B00.0,,9
2062250721,category,9B00.1,,9
780129055,category,9B00.2,,9
576590179,category,9B00.3,,9
,category,9B00.Y,,9
,category,9B00.Z,,9
879387721,category,9B01,,9
1198568688,category,9B01.0,,9
2124047550,category,9B01.1,,9
1310747211,category,9B01.2,,9
433190248,category,9B01.3,,9
368064284,category,9B01.4,,9
109467922,category,9B01.5,,9
1514286287,category,9B01.6,,9
1758246495,category,9B01.7,,9
,category,9B01.Y,,9
,category,9B01.Z,,9
1361749283,category,9B02,,9
1086796982,category,9B02.0,,9
1260310158,category,9B02.1,,9
1118173579,category,9B02.2,,9
,category,9B02.Y,,9
,category,9B02.Z,,9
,category,9B0Y,,9
,category,9B0Z,,9
1074032998,block,,BlockL2-9B1,9
109841337,category,9B10,,9
1412073350,category,9B10.0,,9
987757045,category,9B10.00,,9
223139979,category,9B10.01,,9
1251151994,category,9B10.02,,9
,category,9B10.0Y,,9
,category,9B10.0Z,,9
1285565218,category,9B10.1,,9
991579564,category,9B10.10,,9
,category,9B10.1Y,,9
,category,9B10.1Z,,9
545773433,category,9B10.2,,9
703325880,category,9B10.20,,9
340836242,category,9B10.21,,9
1929651751,category,BD74.10,,11
1150748505,category,BD74.11,,11
1819317628,category,BD74.12,,11
,category,BD74.1Z,,11
473315619,category,BD74.2,,11
9691905,category,BD74.3,,11
2127568723,category,BD74.30,,11
1289341782,category,BD74.31,,11
1726515219,category,BD74.32,,11
,category,BD74.3Z,,11
,category,BD74.Z,,11
1078773185,category,BD75,,11
2004938222,category,BD75.0,,11
315302008,category,BD75.1,,11
53329171,category,BD75.2,,11
1717989511,category,BD75.3,,11
,category,BD75.Y,,11
,category,BD75.Z,,11
,category,BD7Y,,11
,category,BD7Z,,11
1025888387,block,,BlockL1-BD9,11
1483611415,category,BD90,,11
1542124704,category,BD90.0,,11
637335249,category,BD90.1,,11
1085750085,category,BD90.2,,11
1230048344,category,BD90.20,,11
1472245426,category,BD90.21,,11
1764134138,category,BD90.22,,11
,category,BD90.2Y,,11
,category,BD90.2Z,,11
,category,BD90.Y,,11
,category,BD90.Z,,11
1548743622,category,BD91,,11
1288921750,category,BD92,,11
1255239964,category,BD92.0,,11
1069506161,category,BD92.1,,11
956579408,category,BD93,,11
794588197,category,BD93.0,,11
643334575,category,BD93.1,,11
1041958231,category,BD93.10,,11
721292612,category,BD93.11,,11
11820475,category,BD93.12,,11
1045980161,category,BD93.13,,11
875271605,category,BD93.14,,11
2097354238,category,BD93.15,,11
,category,BD93.1Y,,11
,category,BD93.1Z,,11
,category,BD93.Y,,11
,category,BD93.Z,,11
,category,BD9Y,,11
,category,BD9Z,,11
1925333068,block,,BlockL1-BE1,11
2070021724,category,BE10,,11
506055626,category,BE11,,11
1230622377,category,BE12,,11
1892669517,category,BE12.0,,11
1558386083,category,BE12.1,,11
1571995415,category,BE12.2,,11
1062361894,category,BE12.3,,11
349106170,category,BE12.4,,11
478159863,category,BE12.5,,11
617135915,category,BE12.6,,11
912798978,category,BE12.7,,11
769391513,category,BE13,,11
462903049,category,BE14,,11
1155690707,category,BE14.4,,11
49739825,category,BE14.40,,11
544549460,category,BE14.41,,11
1124072935,category,BE14.5,,11
493824282,category,BE14.6,,11
1393271005,category,BE14.7,,11
1606590438,category,BE14.8,,11
,category,EE13.Y,,14
,category,EE1Y,,14
,category,EE1Z,,14
797997317,block,,BlockL3-EE2,14
160661062,category,EE20,,14
877259530,category,EE21,,14
253389425,block,,BlockL2-EE4,14
895101139,block,,BlockL3-EE4,14
2021810977,category,EE40,,14
531901221,category,EE40.0,,14
2031932143,category,EE40.1,,14
380325278,category,EE40.10,,14
,category,EE40.1Y,,14
464005814,category,EE40.2,,14
2099491584,category,EE40.3,,14
2141731567,category,EE40.30,,14
1184105500,category,EE40.31,,14
1454196772,category,EE40.32,,14
,category,EE40.Y,,14
,category,EE40.Z,,14
1729141794,category,EE41,,14
1227401566,category,EE41.0,,14
1490033315,category,EE41.1,,14
,category,EE41.Y,,14
657613175,block,,BlockL4-EE5,14
634124345,category,EE50,,14
831995767,block,,BlockL4-EE6,14
1933657198,category,EE60,,14
2057714006,category,EE60.0,,14
1465651353,category,EE60.00,,14
,category,EE60.0Y,,14
,category,EE60.0Z,,14
513183345,category,EE60.1,,14
,category,EE60.Y,,14
1988623146,category,EE61,,14
,category,EE6Y,,14
984413241,category,EE70,,14
1155194526,category,EE70.0,,14
,category,EE70.Y,,14
,category,EE7Y,,14
647260534,block,,BlockL3-EE8,14
263124095,category,EE80,,14
1925637202,category,EE80.0,,14
655608138,category,EE80.1,,14
1966128216,category,EE81,,14
,category,EE8Y,,14
1388807162,block,,BlockL3-EE9,14
1624135677,category,EE90,,14
1232629612,category,EE91,,14
1075198519,block,,BlockL3-EF0,14
1056888958,category,EF00,,14
1500880103,category,EF00.0,,14
,category,EF00.Y,,14
,category,EF00.Z,,14
456876588,category,EF01,,14
2042663302,category,EF01.0,,14
1290704160,category,EF01.1,,14
,category,EF01.Y,,14
,category,EF01.Z,,14
1705499478,category,EF02,,14
302826287,category,EF02.0,,14
1879363024,category,EF02.1,,14
1172950828,category,EF02.2,,14
49558793,category,EF02.3,,14
,category,EF02.Y,,14
,category,EF0Y,,14
705200672,block,,BlockL2-EF2,14
145437080,block,,BlockL3-EF2,14
840559544,category,EF20,,14
444441893,category,EF20.0,,14
,category,8B4Y,,8
,category,8B4Z,,8
1861279867,block,,BlockL1-8B6,8
661720689,category,8B60,,8
1982355687,category,8B60.0,,8
1143049440,category,8B60.1,,8
2080137619,category,8B60.2,,8
1282359533,category,8B60.3,,8
1686688462,category,8B60.4,,8
620164044,category,8B60.5,,8
2090347823,category,8B60.6,,8
1764644031,category,8B60.7,,8
,category,8B60.Y,,8
,category,8B60.Z,,8
71074342,category,8B61,,8
915903258,category,8B61.0,,8
867148636,category,8B61.1,,8
677572815,category,8B61.2,,8
443229384,category,8B61.3,,8
870128735,category,8B61.4,,8
,category,8B61.Y,,8
,category,8B61.Z,,8
2018885243,category,8B62,,8
,category,8B6Y,,8
,category,8B6Z,,8
1730644960,block,,BlockL1-8B8,8
359348642,block,,BlockL2-8B8,8
1996431326,category,8B80,,8
1697880826,category,8B81,,8
1231916211,category,8B81.0,,8
,category,8B81.Y,,8
,category,8B81.Z,,8
76391627,category,8B82,,8
1803581281,category,8B82.0,,8
,category,8B82.Z,,8
377921406,category,8B83,,8
38948641,category,8B84,,8
85036106,category,8B85,,8
1729725109,category,8B86,,8
330617420,category,8B87,,8
1640393055,category,8B88,,8
2004402146,category,8B88.0,,8
1882946699,category,8B88.1,,8
353312397,category,8B88.2,,8
1637248481,category,8B88.3,,8
,category,8B88.Y,,8
,category,8B88.Z,,8
,category,8B8Y,,8
,category,8B8Z,,8
63858592,block,,BlockL2-8B9,8
1987479592,category,8B90,,8
1367254559,category,8B91,,8
302246011,category,8B91.0,,8
674530731,category,8B91.1,,8
,category,8B91.Y,,8
,category,8B91.Z,,8
875916171,category,8B92,,8
329611650,category,8B92.0,,8
755638638,category,8B92.1,,8
1224666577,category,8B92.2,,8
1271869287,category,8B92.3,,8
,category,8B92.Y,,8
,category,8B92.Z,,8
1802542189,category,8B93,,8
453835806,category,8B93.0,,8
525636274,category,8B93.1,,8
1048832316,category,8B93.2,,8
1536491255,category,8B93.3,,8
290316556,category,8B93.4,,8
880852176,category,8B93.5,,8
1421743413,category,8B93.6,,8
1784166269,category,8B93.7,,8
1335192255,category,8B93.8,,8
1273227337,category,9B10.22,,9
157756569,category,9B10.23,,9
,category,9B10.2Y,,9
,category,9B10.Z,,9
1171004141,category,9B11,,9
1348002723,category,9B11.0,,9
890449463,category,9B11.1,,9
,category,9B11.Y,,9
,category,9B1Z,,9
,category,9B3Y,,9
,category,9B3Z,,9
2000687626,block,,BlockL1-9B5,9
1402642515,block,,BlockL2-9B5,9
406987739,category,9B50,,9
2097802831,category,9B51,,9
1938712729,category,9B52,,9
,category,9B5Y,,9
,category,9B5Z,,9
146528463,block,,BlockL2-9B6,9
42513607,category,9B60,,9
1982194744,category,9B61,,9
1740863827,category,9B62,,9
325986734,category,9B63,,9
1619049018,category,9B64,,9
1884626736,category,9B65,,9
2140734738,category,9B65.0,,9
1722408748,category,9B65.1,,9
479438201,category,9B65.2,,9
,category,9B65.Z,,9
892860325,category,9B66,,9
1070420822,category,9B66.0,,9
990252185,category,9B66.1,,9
,category,9B66.Z,,9
,category,9B6Y,,9
,category,9B6Z,,9
77208243,block,,BlockL2-9B7,9
1060480722,category,9B70,,9
2000854880,category,9B71,,9
1006882070,category,9B71.0,,9
417759842,category,9B71.00,,9
348602398,category,9B71.01,,9
1116345240,category,9B71.02,,9
,category,9B71.0Z,,9
218513628,category,9B71.1,,9
1120360796,category,9B71.2,,9
947283385,category,9B71.3,,9
1216073790,category,9B71.4,,9
2011212045,category,9B71.40,,9
,category,9B71.4Y,,9
,category,9B71.4Z,,9
1969888129,category,9B71.5,,9
,category,9B71.Y,,9
,category,9B71.Z,,9
1173139995,category,9B72,,9
1000950656,category,9B72.0,,9
315493536,category,9B72.00,,9
997733385,category,9B72.01,,9
,category,9B72.0Y,,9
,category,9B72.0Z,,9
,category,9B72.Y,,9
,category,9B72.Z,,9
357208479,category,9B73,,9
2059145710,category,9B73.0,,9
1118046584,category,9B73.1,,9
1097255,category,9B73.10,,9
2074506458,category,9B73.11,,9
,category,9B73.1Y,,9
,category,9B73.1Z,,9
536337528,category,9B73.2,,9
1801096327,category,9B73.3,,9
236011795,category,9B73.4,,9
,category,9B73.Y,,9
,category,9B73.Z,,9
1722024459,category,9B74,,9
609966086,category,BE14.9,,11
175640896,category,BE14.A,,11
1823285225,category,BE14.B,,11
1279300101,category,BE15,,11
1617715179,category,BE15.0,,11
1122995598,category,BE15.1,,11
194239843,category,BE16,,11
408793276,category,BE17,,11
1250972227,category,BE19,,11
764209567,category,BE1A,,11
397229506,category,BE1B,,11
1787075383,category,BE1B.0,,11
1726562463,category,BE1B.1,,11
1660586462,category,BE1C,,11
1533011402,category,BE1D,,11
1851131765,category,BE1E,,11
1006373292,category,BE1E.0,,11
546651842,category,BE1E.1,,11
481469280,category,BE1F,,11
1489351253,category,BE1F.0,,11
109992632,category,BE1F.1,,11
,category,BE2Y,,11
,category,BE2Z,,11
197934298,chapter,,,12
1971756453,block,,BlockL1-CA0,12
2066255370,category,CA00,,12
509821856,category,CA01,,12
1791890273,category,CA02,,12
1868957860,category,CA02.0,,12
1758486982,category,CA02.1,,12
1956341906,category,CA02.10,,12
,category,CA02.1Y,,12
,category,CA02.1Z,,12
,category,CA02.Y,,12
,category,CA02.Z,,12
260431605,category,CA03,,12
2098808565,category,CA03.0,,12
,category,CA03.Y,,12
,category,CA03.Z,,12
1528782604,category,CA04,,12
2087406945,category,CA05,,12
1180710837,category,CA05.0,,12
590084641,category,CA05.1,,12
